camis,dba,borough,building,street,zipcode,phone,cuisine_description,inspection_date,action,violation_code,violation_description,critical_flag,score,grade,grade_date,record_date,inspection_type,latitude,longitude,community_board,council_district,census_tract,bin,bbl,nta,location,critical_flag_bin,neighborhood_simple,neighborhoods,nyc_poverty_rate,median_income,perc_white,perc_black,perc_asian,perc_other,perc_hispanic,indexscore
50144023,YUMMY MANDARIN RESTAURANT,Queens,1835,COLLEGE POINT BLVD,11356,3473483790,chinese,2025-04-09,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2.0,A,2025-04-09,2025-11-14,Cycle Inspection / Re-inspection,40.78295074519,-73.84585847594,407.0,19.0,92500.0,4098828.0,4041280007.0,QN23,POINT (-73.845858475939 40.782950745191),0.0,jackson heights & north corona,jackson heights & north corona,0.254,22853.0,0.1,0.048,0.169,0.015,0.667,4.75548289
50144234,CAFE BOULUD,Manhattan,100,EAST   63 STREET,10065,6465197096,french,2024-09-03,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,A,2024-09-03,2025-11-14,Pre-permit (Operational) / Initial Inspection,40.76525541985,-73.96763990416,108.0,4.0,11402.0,1042059.0,1013970069.0,MN40,POINT (-73.967639904158 40.765255419849),0.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
50144278,GREEN MANDALA,Manhattan,1232,LEXINGTON AVENUE,10028,6463705735,"juice, smoothies, fruit salads",2025-06-27,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,8.0,A,2025-06-27,2025-11-14,Cycle Inspection / Initial Inspection,40.77773503087,-73.95687758355,108.0,4.0,14000.0,1047649.0,1015120016.0,MN40,POINT (-73.956877583552 40.777735030869),1.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
50144476,AKIMORI,Manhattan,858,LEXINGTON AVENUE,10065,7185702175,japanese,2025-04-03,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,27.0,B,2025-04-03,2025-11-14,Pre-permit (Operational) / Re-inspection,40.76572693563,-73.96563610638,108.0,4.0,12000.0,1042408.0,1013990157.0,MN40,POINT (-73.965636106379 40.765726935632),1.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
50144657,NOVO DELI,Queens,28-28,COLLEGE POINT BOULEVARD,11354,7188860818,american,2025-09-18,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,27.0,B,2025-09-18,2025-11-14,Cycle Inspection / Re-inspection,40.77218429402,-73.844738999,407.0,19.0,90700.0,4308649.0,4043190010.0,QN23,POINT (-73.844738998999 40.772184294023),0.0,jackson heights & north corona,jackson heights & north corona,0.254,22853.0,0.1,0.048,0.169,0.015,0.667,4.75548289
50144768,Y & Y SUSHI,Brooklyn,2368,FLATBUSH AVENUE,11234,7188376888,japanese,2025-10-27,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,12.0,A,2025-10-27,2025-11-14,Cycle Inspection / Initial Inspection,40.61253037827,-73.92561016451,318.0,46.0,66200.0,3241343.0,3085280056.0,BK45,POINT (-73.925610164509 40.612530378266),0.0,flatbush & midwood,flatbush & midwood,0.221,25708.0,0.396,0.32,0.105,0.027,0.151,5.797313853
50144998,LAGO KACHE,Brooklyn,2192,FLATBUSH AVENUE,11234,3477058181,creole,2024-03-28,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,19.0,B,2024-03-28,2025-11-14,Pre-permit (Operational) / Re-inspection,40.61654340152,-73.93020174262,318.0,46.0,65200.0,3220776.0,3078890074.0,BK45,POINT (-73.930201742621 40.616543401516),0.0,flatbush & midwood,flatbush & midwood,0.221,25708.0,0.396,0.32,0.105,0.027,0.151,5.797313853
50145144,WONDER,Manhattan,120,EAST   86 STREET,10028,9089862038,other,2024-04-17,Violations were cited in the following area(s).,28-05,"Food adulterated or misbranded. Adulterated or misbranded food possessed, being manufactured, produced, packed, sold, offered for sale, delivered or given away",Not Critical,3.0,A,2024-04-17,2025-11-14,Pre-permit (Operational) / Initial Inspection,40.77976316731,-73.95625159731,108.0,4.0,14801.0,1047949.0,1015147501.0,MN40,POINT (-73.956251597314 40.779763167307),0.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
50145159,LUZZO'S,Manhattan,1418,LEXINGTON AVENUE,10128,6469644112,pizza,2025-03-10,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,23.0,B,2025-03-10,2025-11-14,Pre-permit (Operational) / Re-inspection,40.78384034719,-73.95242122882,108.0,4.0,15801.0,1048365.0,1015217501.0,MN40,POINT (-73.952421228819 40.783840347189),1.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
50145309,STARBUCKS COFFEE,Brooklyn,481,KINGS HIGHWAY,11223,6316053441,coffee/tea,2025-05-22,Violations were cited in the following area(s).,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,4.0,A,2025-05-22,2025-11-14,Cycle Inspection / Initial Inspection,40.60423711136,-73.97179128203,315.0,44.0,42200.0,3177187.0,3066580054.0,BK25,POINT (-73.971791282028 40.604237111359),0.0,sunset park & windsor terrace,sunset park & windsor terrace,0.294,20787.0,0.223,0.026,0.324,0.016,0.412,4.802942182
50145448,LA BOMBONIERA,Manhattan,1378,LEXINGTON AVENUE,10128,3474395842,coffee/tea,2025-06-03,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,8.0,A,2025-06-03,2025-11-14,Cycle Inspection / Initial Inspection,40.78258362713,-73.95333931153,108.0,4.0,14802.0,1048276.0,1015190059.0,MN40,POINT (-73.953339311533 40.782583627131),1.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
50145544,NOOR PALACE,Brooklyn,2390,CONEY ISLAND AVENUE,11223,7187899999,middle eastern,2024-12-12,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7.0,A,2024-12-12,2025-11-14,Cycle Inspection / Re-inspection,40.59890090547,-73.9612426812,315.0,48.0,39400.0,3329364.0,3071120039.0,BK25,POINT (-73.961242681195 40.598900905472),0.0,sunset park & windsor terrace,sunset park & windsor terrace,0.294,20787.0,0.223,0.026,0.324,0.016,0.412,4.802942182
50145566,JAVITRI,Manhattan,132,EAST   61 STREET,10065,2122067575,indian,2025-04-01,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,19.0,B,2025-04-01,2025-11-14,Pre-permit (Operational) / Re-inspection,40.76366623794,-73.9677561967,108.0,4.0,11402.0,1041955.0,1013950159.0,MN40,POINT (-73.967756196697 40.763666237935),1.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
50145700,HOLY SHNITZEL,Brooklyn,819,AVENUE U,11223,6464385191,jewish/kosher,2025-04-03,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,35.0,C,2025-04-03,2025-11-14,Pre-permit (Operational) / Re-inspection,40.59813287426,-73.96277712744,315.0,47.0,39400.0,3192156.0,3071110040.0,BK25,POINT (-73.962777127439 40.598132874263),0.0,sunset park & windsor terrace,sunset park & windsor terrace,0.294,20787.0,0.223,0.026,0.324,0.016,0.412,4.802942182
50145722,ISLAND FLAVOR JERK CUISINE,Brooklyn,9529,CHURCH AVENUE,11212,6317489981,caribbean,2025-04-01,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7.0,A,2025-04-01,2025-11-14,Cycle Inspection / Initial Inspection,40.65533140346,-73.91603318187,317.0,41.0,89000.0,3102639.0,3046920043.0,BK96,POINT (-73.91603318187 40.655331403461),0.0,brownsville & ocean hill,brownsville & ocean hill,0.282,19274.0,0.021,0.742,0.015,0.012,0.211,0.614496873
50145734,DOS TOROS TAQUERIA,Manhattan,1115,LEXINGTON AVENUE,10075,6466794604,mexican,2024-11-26,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,12.0,A,2024-11-26,2025-11-14,Pre-permit (Operational) / Initial Inspection,40.77402509833,-73.95955897417,108.0,4.0,14000.0,1043210.0,1014120053.0,MN40,POINT (-73.959558974168 40.77402509833),1.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
50145817,YU TEA,Queens,14-11,COLLEGE POINT BOULEVARD,11356,7183006855,"juice, smoothies, fruit salads",2024-12-03,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,6.0,A,2024-12-03,2025-11-14,Pre-permit (Operational) / Re-inspection,40.78506407515,-73.84575967623,407.0,19.0,92900.0,4098353.0,4040850064.0,QN23,POINT (-73.845759676227 40.785064075151),1.0,jackson heights & north corona,jackson heights & north corona,0.254,22853.0,0.1,0.048,0.169,0.015,0.667,4.75548289
50146072,AMARENA,Manhattan,151,EAST   82 STREET,10028,2125811818,italian,2025-04-07,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8.0,A,2025-04-07,2025-11-14,Pre-permit (Operational) / Initial Inspection,40.77671677324,-73.95700100693,108.0,4.0,14000.0,1047612.0,1015110024.0,MN40,POINT (-73.957001006928 40.776716773243),0.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
50146203,SIZZLING WOK,Brooklyn,2421,CONEY ISLAND AVENUE,11223,7187585350,jewish/kosher,2024-08-26,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,2024-08-26,2025-11-14,Pre-permit (Operational) / Initial Inspection,40.59769041547,-73.96112815735,315.0,48.0,58200.0,3336583.0,3073430073.0,BK25,POINT (-73.961128157352 40.597690415472),0.0,sunset park & windsor terrace,sunset park & windsor terrace,0.294,20787.0,0.223,0.026,0.324,0.016,0.412,4.802942182
50146373,SHERDOR BURGERS AND SAUSAGES,Brooklyn,1123,QUENTIN ROAD,11229,7186738858,hamburgers,2024-02-27,Violations were cited in the following area(s).,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",Not Critical,4.0,A,2024-02-27,2025-11-14,Pre-permit (Operational) / Initial Inspection,40.60787924277,-73.96165882004,315.0,48.0,55400.0,3182308.0,3067740039.0,BK25,POINT (-73.961658820043 40.607879242768),0.0,sunset park & windsor terrace,sunset park & windsor terrace,0.294,20787.0,0.223,0.026,0.324,0.016,0.412,4.802942182
50146425,MANGU GRILL RESTAURANT,Queens,15-03,COLLEGE POINT BOULEVARD,11356,7187515301,latin american,2025-04-10,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,13.0,A,2025-04-10,2025-11-14,Cycle Inspection / Initial Inspection,40.78403759762,-73.84580539566,407.0,19.0,92500.0,4098331.0,4040840015.0,QN23,POINT (-73.845805395659 40.784037597615),1.0,jackson heights & north corona,jackson heights & north corona,0.254,22853.0,0.1,0.048,0.169,0.015,0.667,4.75548289
50146517,LIAM'S CAFE,Bronx,1604,WILLIAMSBRIDGE RD,10461,3475531710,coffee/tea,2024-12-31,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,2024-12-31,2025-11-14,Cycle Inspection / Initial Inspection,40.8474047194,-73.84928688591,211.0,13.0,28600.0,2117698.0,2041110043.0,BX37,POINT (-73.84928688591 40.847404719397),0.0,"riverdale, fieldston & kingsbridge","riverdale, fieldston & kingsbridge",0.152,30437.0,0.324,0.124,0.052,0.023,0.477,5.184720365
50146759,HOLY COW,Brooklyn,4113,AVENUE U,11234,7187342540,other,2024-12-10,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,21.0,B,2024-12-10,2025-11-14,Pre-permit (Operational) / Re-inspection,40.60893633589,-73.92391066491,318.0,46.0,66200.0,3241899.0,3085410001.0,BK45,POINT (-73.923910664911 40.608936335893),0.0,flatbush & midwood,flatbush & midwood,0.221,25708.0,0.396,0.32,0.105,0.027,0.151,5.797313853
50147009,NIKKOL'S BAR AND LOUNGE,Bronx,1507,SILVER STREET,10461,9142918300,coffee/tea,2024-09-12,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,40.0,C,2024-09-12,2025-11-14,Pre-permit (Operational) / Re-inspection,40.84334870825,-73.84774559055,211.0,13.0,25600.0,2044135.0,2040780007.0,BX37,POINT (-73.847745590545 40.843348708251),1.0,"riverdale, fieldston & kingsbridge","riverdale, fieldston & kingsbridge",0.152,30437.0,0.324,0.124,0.052,0.023,0.477,5.184720365
50147237,JUST CHICK'N,Brooklyn,5100,KINGS PLAZA,11234,9179459829,chicken,2024-12-06,Violations were cited in the following area(s).,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,34.0,C,2024-12-06,2025-11-14,Pre-permit (Operational) / Re-inspection,40.60992885454,-73.92228161707,318.0,46.0,69800.0,3326830.0,3084700055.0,BK45,POINT (-73.922281617072 40.609928854538),0.0,flatbush & midwood,flatbush & midwood,0.221,25708.0,0.396,0.32,0.105,0.027,0.151,5.797313853
50147252,KINGSTON 8,Brooklyn,1067,RALPH AVENUE,11236,6319437112,caribbean,2025-10-14,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,13.0,A,2025-10-14,2025-11-14,Cycle Inspection / Initial Inspection,40.64921092244,-73.92041220797,317.0,42.0,93400.0,3104636.0,3047460038.0,BK96,POINT (-73.920412207971 40.649210922443),1.0,brownsville & ocean hill,brownsville & ocean hill,0.282,19274.0,0.021,0.742,0.015,0.012,0.211,0.614496873
50148148,PIZZA NAPOLI,Manhattan,876,LEXINGTON AVENUE,10065,6462207709,pizza,2025-10-29,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,11.0,A,2025-10-29,2025-11-14,Pre-permit (Operational) / Initial Inspection,40.7662483264,-73.96526039003,108.0,4.0,12000.0,1042424.0,1014000017.0,MN40,POINT (-73.965260390033 40.766248326397),1.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
50148468,PLAYA BOWLS,Manhattan,1248,LEXINGTON AVENUE,10028,6469644940,"juice, smoothies, fruit salads",2024-08-06,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,12.0,A,2024-08-06,2025-11-14,Pre-permit (Operational) / Initial Inspection,40.77827285406,-73.95648366598,108.0,4.0,14801.0,1047673.0,1015130016.0,MN40,POINT (-73.95648366598 40.77827285406),0.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
50148475,MAKAN HOUSE,Brooklyn,1232,AVENUE U,11229,7186765006,southeast asian,2025-01-30,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,18.0,B,2025-01-30,2025-11-14,Cycle Inspection / Re-inspection,40.59852958682,-73.95902470776,315.0,48.0,58200.0,3199432.0,3073450002.0,BK25,POINT (-73.959024707762 40.598529586816),1.0,sunset park & windsor terrace,sunset park & windsor terrace,0.294,20787.0,0.223,0.026,0.324,0.016,0.412,4.802942182
50148706,CHAYSE FLAVAD,Brooklyn,510,EAST   94 STREET,11212,9293498757,caribbean,2025-01-21,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,12.0,A,2025-01-21,2025-11-14,Cycle Inspection / Initial Inspection,40.6552694998,-73.91772355165,317.0,41.0,88800.0,3102536.0,3046900001.0,BK96,POINT (-73.917723551646 40.655269499803),0.0,brownsville & ocean hill,brownsville & ocean hill,0.282,19274.0,0.021,0.742,0.015,0.012,0.211,0.614496873
50149191,SUBWAY,Manhattan,1256,LEXINGTON AVENUE,10028,6466083656,sandwiches,2024-07-24,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10.0,A,2024-07-24,2025-11-14,Pre-permit (Operational) / Re-inspection,40.77856920649,-73.95627043842,108.0,4.0,14801.0,1047691.0,1015130057.0,MN40,POINT (-73.956270438424 40.778569206485),1.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
50149499,BUFFALO WILD WINGS GO,Manhattan,1258,LEXINGTON AVENUE,10028,9173643444,american,2025-09-22,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,12.0,A,2025-09-22,2025-11-14,Cycle Inspection / Re-inspection,40.77864329418,-73.95621622855,108.0,4.0,14801.0,1047702.0,1015130157.0,MN40,POINT (-73.956216228554 40.778643294184),1.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
50149628,SUBWAY,Brooklyn,5100,KINGS PLAZA,11234,9174352312,sandwiches,2025-05-30,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,16.0,B,2025-05-30,2025-11-14,Cycle Inspection / Re-inspection,40.60992885454,-73.92228161707,318.0,46.0,69800.0,3326830.0,3084700055.0,BK45,POINT (-73.922281617072 40.609928854538),1.0,flatbush & midwood,flatbush & midwood,0.221,25708.0,0.396,0.32,0.105,0.027,0.151,5.797313853
50150089,AMBER SUSHI,Manhattan,1406,3 AVENUE,10075,2122495020,japanese,2024-12-10,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,43.0,C,2024-12-10,2025-11-14,Pre-permit (Operational) / Re-inspection,40.7748612747,-73.95688306219,108.0,5.0,14000.0,1047481.0,1015080040.0,MN40,POINT (-73.956883062187 40.774861274698),0.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
50150129,BAYA BAR,Manhattan,1614,3 AVENUE,10128,7187850003,"juice, smoothies, fruit salads",2024-08-06,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation not provided, inadequate, improperly installed, in disrepair or fails to prevent and control excessive build-up of grease, heat, steam condensation, vapors, odors, smoke or fumes.",Not Critical,12.0,A,2024-08-06,2025-11-14,Pre-permit (Operational) / Initial Inspection,40.78174861108,-73.95185942817,108.0,5.0,14802.0,1048267.0,1015190040.0,MN40,POINT (-73.951859428166 40.781748611076),0.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
50150310,DEAR COFFEE,Manhattan,1246,LEXINGTON AVENUE,10028,6469322322,coffee/tea,2024-08-28,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,11.0,A,2024-08-28,2025-11-14,Pre-permit (Operational) / Initial Inspection,40.77808077461,-73.95662460947,108.0,4.0,14000.0,1047660.0,1015120056.0,MN40,POINT (-73.956624609468 40.778080774605),0.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
50150523,CITY VIEW ROOFTOP BAR & LOUNGE,Queens,20-07,127 STREET,11356,7187991500,american,2024-08-14,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12.0,A,2024-08-14,2025-11-14,Pre-permit (Operational) / Initial Inspection,40.78144879784,-73.84141334576,407.0,19.0,91900.0,4099328.0,4041720007.0,QN23,POINT (-73.84141334576 40.781448797836),1.0,jackson heights & north corona,jackson heights & north corona,0.254,22853.0,0.1,0.048,0.169,0.015,0.667,4.75548289
50150638,GG'S HOUSE OF COOK-UP BAR & GRILL,Brooklyn,793,UTICA AVENUE,11203,3476857410,caribbean,2025-01-10,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,13.0,A,2025-01-10,2025-11-14,Cycle Inspection / Initial Inspection,40.65402915973,-73.9306200763,317.0,41.0,86800.0,3101416.0,3046560036.0,BK96,POINT (-73.9306200763 40.65402915973),1.0,brownsville & ocean hill,brownsville & ocean hill,0.282,19274.0,0.021,0.742,0.015,0.012,0.211,0.614496873
50150995,CASA MARIAS,Brooklyn,1962,CONEY ISLAND AVENUE,11223,7186271003,mexican,2024-08-14,Violations were cited in the following area(s).,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,12.0,A,2024-08-14,2025-11-14,Pre-permit (Operational) / Initial Inspection,40.60916124795,-73.96223072469,315.0,44.0,42000.0,3176301.0,3066420016.0,BK25,POINT (-73.962230724687 40.609161247946),0.0,sunset park & windsor terrace,sunset park & windsor terrace,0.294,20787.0,0.223,0.026,0.324,0.016,0.412,4.802942182
50151045,CHEZ FIFI,Manhattan,140,EAST   74 STREET,10021,6465490684,french,2025-03-11,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,5.0,A,2025-03-11,2025-11-14,Pre-permit (Operational) / Initial Inspection,40.77184094975,-73.9615279545,108.0,4.0,12800.0,1043059.0,1014080057.0,MN40,POINT (-73.961527954503 40.771840949745),1.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
50151108,STUDIO 59,Manhattan,1000,3 AVENUE,10022,2127052991,american,2025-10-07,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,11.0,A,2025-10-07,2025-11-14,Cycle Inspection / Initial Inspection,40.76188723082,-73.96634923021,108.0,4.0,11402.0,1041904.0,1013940023.0,MN40,POINT (-73.966349230214 40.761887230821),1.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
50151197,40 CARROTS,Manhattan,1000,3 AVENUE,10022,2127053085,american,2024-08-28,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,11.0,A,2024-08-28,2025-11-14,Pre-permit (Operational) / Initial Inspection,40.76188723082,-73.96634923021,108.0,4.0,11402.0,1041904.0,1013940023.0,MN40,POINT (-73.966349230214 40.761887230821),1.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
50151200,FLIP,Manhattan,1000,3 AVENUE,10022,9172241151,american,2025-01-15,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9.0,A,2025-01-15,2025-11-14,Cycle Inspection / Initial Inspection,40.76188723082,-73.96634923021,108.0,4.0,11402.0,1041904.0,1013940023.0,MN40,POINT (-73.966349230214 40.761887230821),0.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
50152415,LONG WONG BAKERY,Brooklyn,1310,AVENUE U,11229,7189988868,bakery products/desserts,2024-08-12,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,5.0,A,2024-08-12,2025-11-14,Pre-permit (Operational) / Initial Inspection,40.59863628137,-73.95805238195,315.0,48.0,58200.0,3199484.0,3073460004.0,BK25,POINT (-73.95805238195 40.598636281369),1.0,sunset park & windsor terrace,sunset park & windsor terrace,0.294,20787.0,0.223,0.026,0.324,0.016,0.412,4.802942182
50152572,ROSA'S PIZZA,Manhattan,1289,MADISON AVENUE,10128,2124273777,pizza,2024-12-04,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12.0,A,2024-12-04,2025-11-14,Pre-permit (Operational) / Re-inspection,40.7844786164,-73.95615459968,108.0,4.0,16001.0,1047034.0,1015030053.0,MN40,POINT (-73.956154599678 40.784478616395),1.0,"washington heights, inwood & marble hill","washington heights, inwood & marble hill",0.199,20421.0,0.178,0.078,0.027,0.015,0.701,3.373796809
